Client,Best_Model,Best_wMAPE,Cluster,client_mean,client_std
MT_081,Prophet,0.10546105786246555,3,99.01373102132249,30.971333008918588
MT_059,Prophet,0.10546155298722104,3,118.25368167813195,28.561564903031634
MT_352,SARIMA,0.10552752722509581,3,104.56018849312368,96.49990389979115
MT_087,Prophet,0.10868257514954703,3,114.36702017090053,39.31410231731402
MT_335,SARIMA,0.10951485202971147,3,74.01791729811379,49.54221701753289
MT_119,SARIMA,0.10955020225473547,3,80.68771271772822,25.927423088210077
MT_137,Prophet,0.11057365560011652,3,71.17070261007458,29.243496471787196
MT_053,SARIMA,0.1163980535498089,3,66.64055491246268,26.899139007644536
MT_249,Prophet,0.11756827364528262,3,69.56542464454137,24.188387657147914
MT_090,Prophet,0.11795428104754756,3,128.40888996064672,84.2029549400606
MT_074,Prophet,0.1228248648291476,3,88.53916227641547,22.239569769314294
MT_010,SARIMA,0.12326620606714128,3,55.749926282447085,25.14909155928072
MT_151,Prophet,0.12458200937502233,3,99.37314430279378,46.91638653312965
MT_121,SARIMA,0.12954993654352007,3,112.7104243882702,50.85658969792087
MT_091,Prophet,0.13193609648227725,3,139.49502778197083,37.072397485290914
MT_058,SARIMA,0.13425825081748943,3,85.18434457399111,29.29617607266907
MT_354,SARIMA,0.1349640361401083,3,121.64912133353954,96.23243921606458
MT_332,DeepAR,0.13946615969585885,3,46.87161552606692,56.49683321220233
MT_140,LSTM,0.14121171271302588,3,64.84220718524179,61.285371610659425
MT_061,Prophet,0.14437748902281403,3,75.25141484433706,23.890319577702112
MT_136,DeepAR,0.14729544299713704,3,133.5552084348913,72.24404084937271
MT_123,SARIMA,0.14863900814315642,3,61.92577131680954,24.579318385712064
MT_089,Prophet,0.15144018790912386,3,192.9462146870972,64.19025759389051
MT_068,SARIMA,0.15299671719741498,3,155.94171182294218,79.62762893151684
MT_127,Prophet,0.15372385025527857,3,66.63828982409127,47.09042296641492
MT_092,Prophet,0.16779686757609366,3,51.19131099997333,29.742484378590966
MT_040,SARIMA,0.16791272065924973,3,103.32703392466894,57.61239947659292
MT_155,Prophet,0.16912481147179204,3,149.44390895403765,90.57208193262248
MT_156,Prophet,0.17136026643105595,3,77.80155084309995,28.017311447875205
MT_158,Prophet,0.18242669140968878,3,74.91222590098788,51.95340886066903
MT_009,SARIMA,0.19392162247368516,3,53.10651733668306,20.930990798822105
MT_045,Prophet,0.20802073360406964,3,93.2418656944639,50.18108303819425
MT_164,SARIMA,0.20963560763297934,3,112.34517298457394,69.36704728610724
MT_334,SARIMA,0.2136870283603023,3,81.14599124618418,48.757154344767336
MT_109,DeepAR,0.21777279174484343,3,70.61541831685749,32.52930740497452
MT_088,DeepAR,0.22376795089717322,3,124.29955000335819,51.140393111970795
MT_368,Prophet,0.23246088096710224,3,126.38237481570631,66.54963022014088
MT_359,LSTM,0.23410870964796468,3,111.20409068416826,80.0577732543642
MT_013,Prophet,0.23484079797225935,3,73.1781852374236,39.94156072747956
MT_159,Prophet,0.30368546604177893,3,62.2929364499619,46.1125093303913
MT_131,Prophet,0.5767186858329469,3,70.58296103251428,94.860944607104
