client_id,model,MAE,RMSE,MAPE,SMAPE,Forecast_Accuracy_pct,n_test_rows
MT_001,Naïve (Lag-24h),0.6673523552207861,1.119204288158898,51.426364869574314,33.91339165867354,48.573635130425686,744
MT_001,XGBoost-Optuna,1.264024595848475,1.9695983178673653,85.92137862389434,58.59203156354447,14.078621376105659,744
MT_001,XGBoost,2.990230447781166,3.3163016903833618,239.842154982923,91.07847922745484,0.0,744
MT_001,LightGBM,55.246043062917074,55.253437920272326,3682.751725761904,185.8530577867602,0.0,744
MT_002,Naïve (Lag-24h),1.1261261261261282,1.8436361263997332,4.653422194774271,4.646294690252533,95.34657780522573,744
MT_002,XGBoost-Optuna,1.2705480677151721,1.735003698201801,5.520008972489963,5.424675867799284,94.47999102751004,744
MT_002,XGBoost,1.7597141509123273,2.60420881241228,7.656855841654328,8.040017823798918,92.34314415834567,744
MT_002,LightGBM,35.1556880075687,35.33448577868104,162.25154026319333,87.76381424902802,0.0,744
MT_003,Naïve (Lag-24h),0.17633100716534497,0.34508494378320376,11.020114518098397,10.597609004381065,88.9798854819016,744
MT_003,XGBoost-Optuna,1.224394471850606,1.9537729734866833,79.5065114671561,47.9871656728074,20.493488532843898,744
MT_003,XGBoost,3.201367235375513,3.4255128782303195,191.93986223789457,99.51220262233026,0.0,744
MT_003,LightGBM,55.65963728908103,55.660188272267526,3341.9274611101428,188.47278145513872,0.0,744
MT_004,XGBoost-Optuna,12.119597830423487,16.491107959609067,8.421013415401966,8.41118954227579,91.57898658459803,744
MT_004,XGBoost,12.347461065240163,16.63121571420448,8.543652893606389,8.660308886048139,91.45634710639361,744
MT_004,Naïve (Lag-24h),16.03888014686597,22.56591399226431,11.401144446060432,11.134153284763517,88.59885555393957,744
MT_004,LightGBM,18.202066470858156,22.18559095405859,14.55465391285198,13.15505750258201,85.44534608714802,744
MT_005,XGBoost-Optuna,6.066114113520309,7.7323769382206295,8.734965282713633,8.884569403299707,91.26503471728637,744
MT_005,XGBoost,6.768326670423829,8.649053817981475,9.670422565929856,10.051345663885192,90.32957743407015,744
MT_005,Naïve (Lag-24h),7.078170076055611,9.107253492378943,10.39416328996436,10.389678044192738,89.60583671003565,744
MT_005,LightGBM,21.920871169798893,23.278056189725476,34.4653701516041,28.489887337923005,65.5346298483959,744
MT_006,XGBoost-Optuna,18.890491575933517,25.760005464930906,8.037722933210745,8.123978521611896,91.96227706678926,744
MT_006,XGBoost,19.03836448071739,25.776891771726962,8.14086726148574,8.249784735865253,91.85913273851426,744
MT_006,LightGBM,21.59295966369273,27.239942015939402,10.419480511463526,9.77734920189633,89.58051948853648,744
MT_006,Naïve (Lag-24h),22.872463837685608,31.821209268197563,9.961683334869218,9.854566680838452,90.03831666513078,744
MT_007,Naïve (Lag-24h),0.769487347812081,1.069464039468423,15.493707912247345,15.224947763123403,84.50629208775266,744
